rasio_hutang,stabilitas,resiko
4.692365527909927,6.260768772695705,1
5.45819787107466,5.470539607121328,0
6.754029119666394,4.686980300389264,0
3.1691149209948293,5.509157054096409,2
5.241205086357817,3.5665194485623606,2
4.8198846213956825,4.5691904367414224,2
4.168622738288047,7.065763570255829,0
4.729037199021311,6.134821206674713,1
5.225703499601468,5.571511476172137,0
5.2429394229405935,3.610331083771658,2
5.0782761625539905,6.569760489890749,1
4.14970782669563,4.38396903892932,2
5.477065681635419,5.214650217998117,0
5.727896546584961,4.423445434937889,0
4.9191343550337425,6.290369109753254,1
4.18554882396304,4.140943616568666,2
4.539164334400086,7.050946977488762,0
3.7044920134249484,4.948238805279328,2
3.4414869711073406,4.728449491120197,2
4.983331138480205,6.482294455705328,1
4.378890130154675,6.15020843991019,1
3.7925343182590936,5.642841578000775,1
4.590328562343029,5.6020442344252706,0
6.286565188718961,4.153032305624022,0
2.292262772629511,6.352135489436063,2
3.80831454994816,4.731064999402056,2
4.269473885526704,6.074858615510109,1
4.828901333255618,6.297571684369459,1
5.910010739272199,6.950221220128846,1
3.762591737610443,5.233408387945705,2
5.386296085742918,6.600489137723162,1
6.5824605127076055,7.306512347913604,1
2.9947016638685873,5.376121900839365,2
5.340654746225282,4.723823783605416,0
3.9638790154725414,5.776586514971621,1
5.501063599003055,6.422511656265744,0
4.701201636641106,6.1418019722117,0
5.630904384813006,4.427272440775055,0
3.1463864438753424,4.925703498226334,2
1.999343496528848,6.3663340694094055,2
6.102978631888043,7.110357410160353,1
5.698926530628974,4.976224629627789,0
6.7294381401887975,4.558108908657067,0
4.634399507684286,5.856491922143732,0
4.979678583898002,5.9651420763113805,0
5.348833213399455,4.154142251176383,0
6.7582565027983215,7.608208080443658,1
5.285840457773937,4.820580970767804,0
4.3315852966681865,4.276276457818209,2
6.424378859332318,3.1344302383820963,0
5.823494140909233,6.8248146825141776,1
5.312009512588162,4.5043403129140405,0
3.4143047905085564,5.583906945315784,1
4.46289687903265,5.462516019704025,0
5.535567465755495,3.1650145600388186,2
3.811438401817221,4.745068041247843,2
5.076033728203717,3.8387274262543736,0
3.66051555007488,4.622298543156675,2
5.448528091039688,6.698496671758372,1
7.313135118380698,4.439520202452217,0
4.738063435270458,5.9571386369338954,0
4.907949357716476,5.02084183568056,0
7.499636570459105,7.990232778419204,1
5.188232341429893,6.515516383050871,1
6.109979106001362,7.216888707524736,1
1.4492220743680804,7.115516904817108,2
5.493347604803214,5.29256657493432,0
6.004716619388478,7.077916568403226,1
4.537052519461294,6.370176800289111,0
5.404374454379407,5.904415123368664,0
6.507123483287403,3.1903763695838627,0
3.001461487369755,5.285341880465598,2
3.6893198230063096,4.9006982909928345,2
6.91125462936769,7.67882886436768,1
4.4787274243853314,4.325172877353456,2
4.423775337552673,5.293553641176579,0
4.00000525512708,4.1242178150960545,2
4.515122746550636,3.857321192261454,2
4.369523219808202,4.299946470612722,2
3.3860135426597404,4.743510336350036,2
5.07315659481792,6.48593388906022,1
3.2430340102261246,4.974148891808248,2
2.731041026318457,5.90869667791272,2
5.224373576379265,5.363941163525538,0
4.895367941058991,3.8140642478932127,2
5.2592187385746465,3.7089672292780826,2
2.2023373379746074,5.991491850235278,2
4.100818754374617,6.326047741534073,0
3.8359320922179894,5.275302601418673,2
6.235296084802107,3.4325553688537656,0
6.064768302098499,5.258142793122586,0
7.656240691599617,8.097767370996083,1
6.273764372115886,3.7826256877765014,0
4.6903001143587595,5.998053911498247,0
4.689590403877238,5.625055247526027,0
5.497639469043967,3.5481585691571293,2
3.1332937675184276,5.360123345931319,1
2.7953725404434997,6.275833710086577,2
6.390997527672602,4.584753680810116,0
5.4680537803479,4.10301759827954,0
3.45366421525462,4.764664217382179,2
5.101089813930457,6.515256183076166,1
5.8050124406481665,6.885156768135593,1
5.346038858309537,6.71056148368561,1
6.039937507972333,7.027039609687499,1
3.530770125978259,4.613221123840638,2
5.080796689267359,6.640402044321588,1
4.604578587081333,6.499114269011873,0
5.441765644584866,2.7452896882641404,0
4.8286808670303785,5.425048004310285,1
5.702232512242336,5.221204425814414,0
4.714288865298322,4.30509472655527,2
4.783835491123489,3.5333141371382695,2
5.757703815844231,3.93436432655754,0
2.5356247868422632,8.889198853875243,0
3.804986129024016,4.834421761606157,2
2.0760609627329525,6.137938801771294,2
3.903329295697123,5.811479164198795,1
5.321185073778068,6.014501222843571,0
5.363201692711532,5.750244197824806,0
4.8089850243225145,4.501305380223656,2
7.147675126778286,4.685677642632418,0
2.49291956650289,6.149196782640954,2
7.287408503951022,7.939596252892862,1
3.6586167889096997,4.865235386773588,2
4.985010503092847,6.495332482085573,1
2.81700890041412,5.60134300715901,2
5.987807297721142,7.024903667327768,1
6.833741403441756,7.681002314960625,1
6.092963664221519,7.06230523677024,1
4.581806676776881,4.487305587085057,2
5.364162366788755,4.5498101104628415,0
4.082462955324997,6.792069059603943,0
8.036211671006644,8.348012767946953,1
3.8966913187486654,7.054572376531757,0
3.1246459033444562,5.85098423966971,2
5.260064272807975,6.603442816535328,1
5.573666285434908,6.966945129975099,1
5.322229359631079,5.312928353110537,0
5.766697887362021,6.95825770535434,1
5.0310892923828865,6.631626348643861,1
5.939976053421249,7.031761000587556,1
3.80006939419025,4.580580892882538,2
2.5788811924369006,6.142498030351324,2
4.53565587319192,4.281401754167578,2
5.6126885204029495,3.975873151375913,0
4.259786577788968,7.276794298063942,0
4.16122245330236,4.375176727730407,2
4.563559069144194,6.2195871461116345,1
5.297294802566514,6.550778434817063,1
5.977875215309664,7.117539162092295,1
5.024245372069458,3.4589486300628143,2
5.044176975603864,3.4384002829132108,2
4.6626639699756645,5.142615421162749,0
3.6272484754777023,4.849571167800061,2
4.74710181991856,5.780045463037072,0
3.7093981121219985,5.640900959165331,1
3.190872610021585,5.465572314410602,2
6.90326530950621,7.602377050529653,1
4.098798814352085,4.7984155674264155,2
5.28593731373092,3.8193823750687357,2
3.838599454734388,4.771882222671561,2
4.8141497800890525,3.9149914026284853,2
6.334087359447409,3.4573603729812965,0
6.518174840922638,7.315944519000725,1
5.231306768348024,6.593199504917922,1
5.095758779170212,6.4884045175059315,1
3.4098234320930993,5.265491441639189,2
5.545965296133613,3.5663318819454726,0
4.36027240277528,4.375855223800755,2
4.122794354308386,5.878313475257186,1
5.171657026737632,5.840056912296518,0
4.384001084154529,7.043094730195377,0
7.231778567689335,7.817704147923318,1
7.340568968663783,7.812729124514473,1
3.6494863760082965,5.179863656339762,2
4.976528838497317,6.369935411396912,1
4.576046948414461,3.942075634320071,2
5.717917968034023,6.851551236006247,1
6.694538352560533,4.014647420226096,0
2.1410917802248597,6.005669030415344,2
3.774093042138487,4.71659476985778,2
4.580754025583487,6.148566140170825,1
4.446453927867921,4.333411523482042,2
3.528609170583949,5.215101392831813,2
6.523742539215467,3.1404540340041835,0
4.0285593947303235,5.809561606873756,1
6.040464549282353,2.9297515635604805,2
3.934061735433207,4.636971708761687,2
3.381025658546,4.744747329862637,2
4.348311076104348,5.982632500768519,1
4.644184704153515,3.639592640142339,2
4.4351496088854265,3.917352622357182,2
5.806451859982929,4.097099376489119,0
5.005229902459741,5.786242776477046,0
4.657121176031419,6.202858202362497,1
5.927876074829193,4.1796949873692615,0
3.6619704795626937,5.21290355281398,2
6.056064686497891,5.275579280374205,0
5.890313637278589,3.218045118289441,0
6.335158920676558,7.3651195048442375,1
5.082737951670239,5.974730599060635,0
5.486606162483197,6.719453820689587,1
5.558335069681219,6.777661726150821,1
4.637860153441274,6.267146365867846,1
5.041178454007947,6.606277204326702,1
5.235629396120701,4.550052586458168,0
5.975120341413677,7.0980368879852005,1
3.3434872137833866,5.292120349829616,2
5.572083751107925,5.2861237882512135,0
6.556042203767715,4.876742115014485,0
3.6200554570359778,4.7745702846272335,2
4.62986688531902,5.4402128825296385,0
4.5186230844172455,4.101944368973721,2
5.030512372328965,3.946201611692343,2
4.728655138403291,3.7542260534832184,2
6.915401170694196,7.744572977137209,1
3.8478576533131985,5.80205328467801,1
4.985032347518699,6.613510863514559,0
4.776458987524849,6.272157153912681,1
6.258206364918092,3.816651521791814,0
5.443768953903082,6.730274031301858,1
4.993955314171714,6.598174810155426,1
4.906972800767731,3.8264122718445432,0
2.7054497989205077,5.999102452472794,2
4.16432126746919,4.215083149051661,2
4.750069194556638,6.391057819666029,1
6.166409204994834,7.272138783774058,1
5.433933288473323,5.475958005256375,0
5.003987369222714,4.725620595007245,0
5.547441549127317,6.715407787446506,1
3.4987890613218946,4.913053944963202,2
1.875008906056106,6.6648291618070665,2
4.743859431441795,6.246764282130602,1
3.5242608602305667,5.52666590069772,1
4.091229050611704,4.4374581804408235,2
4.975519213318499,6.481764984673462,1
7.370779111097278,2.3582455490752543,0
2.7996137498735996,6.053744789095364,2
4.873904942551332,5.363732984354079,0
5.031311868986059,5.316117723126346,0
5.439448031463455,4.849228751613007,0
3.2007007747076712,5.326711410584756,2
5.8999487079382105,6.984583777788485,1
6.062999618484323,5.008582373378925,0
7.393002503792743,7.83611129320041,1
5.720054515178237,4.747707262475885,0
6.322558321807316,3.66238676204807,0
6.017319426903722,4.5739240257702765,0
4.470035428414363,6.965227324335617,0
3.1389173092024714,5.356741497720108,2
4.9825507921477765,6.39927642420012,1
3.7718198565595475,6.756095632547165,0
3.7041548627099976,4.692240662953661,2
5.1840984271882995,4.193405725187592,2
5.681114776163142,6.929367808001932,1
3.275177914854315,5.113498148507582,2
3.2511366824295553,4.804796570339758,2
3.8602983061818543,5.832179722629979,1
5.083223242124224,4.888431287372835,0
4.06083437041328,6.2752719298622015,0
2.9560081067921726,5.457126103709339,2
5.762599965671404,2.9108778274635574,2
2.7953562896459356,5.492459111856933,2
5.305077895290328,4.844784977857959,0
6.205839620382572,7.178017499029884,1
4.537291141944666,6.269418795838004,1
5.499238890773125,5.1211592862555255,0
5.489934557136243,6.813285852951254,1
5.146019967140563,6.606136060887034,1
6.926977441844702,7.571371478116648,1
4.594331466263719,6.1788300288255495,1
5.908594236015369,4.603419875180483,0
4.576110304359681,6.173580342329781,1
5.602159529123495,6.192653732975451,0
4.08380164848316,4.793350236960173,2
3.210856801685349,5.651195164005314,2
3.5201556090271393,4.915138281820073,2
5.124588325419002,6.289477870640314,0
5.128820054338524,3.0290349553368032,2
6.479909468976166,2.9758800554181573,0
5.849577169232131,7.046683773135893,1
6.321542553574751,7.182035288914324,1
5.7543947409902145,3.5504138827675407,0
2.953839936351457,5.586858316880151,2
4.315608747679648,6.001343318888911,1
5.695142892729974,4.389673496457064,0
6.106402807318935,4.089407855674727,0
5.960061016198864,3.6859271801149567,0
4.899889042033493,5.758848954266694,0
6.363702841999649,7.256778245939101,1
4.982221282799034,5.345379443476458,0
5.666537293965254,4.760207106385654,0
6.149633774571627,7.226583601998065,1
5.923045298676154,5.116699523642277,0
4.706912552404151,6.266415620881115,1
4.229702977931818,4.866661950987167,2
4.4748676270837855,5.676415309044086,0
5.126207131504932,4.401136206085274,0
4.560328197355733,5.505609171354912,0
4.1506675287694375,5.998775524991765,1
5.057967091484546,6.533830281975814,1
4.141655305472592,4.467785943838559,2
5.05062686324495,3.5300042028752423,2
3.6766838477108865,4.178652678617752,2
4.224457361624274,4.441162865149024,2
6.206042531577144,7.309012381779521,1
2.409456715455456,5.901982443732032,2
6.215540311306064,1.0,0
5.768854596197107,2.7800395400291213,2
5.300698086542193,6.702038135454106,1
2.6935575683903217,5.7616934569334814,2
5.899170746616173,3.8248806931955537,0
5.739293665843876,3.9907560346662736,0
5.641706483324733,5.229513198064977,0
7.10352955227342,7.752268002438126,1
3.610298802776276,5.034418549578815,2
2.166979127850462,6.582456311423125,2
5.913504399625336,5.736958113425631,0
4.3143523161479935,5.990387204143415,1
6.494828717334267,4.3820146465223635,0
5.8975725370655265,6.959420443471995,1
4.669179508553273,4.207444821234998,2
4.754201585294243,5.870986782075001,0
5.212845109116835,6.560182547749829,1
5.014615300078441,5.550044443154903,0
5.133430713889268,4.419076570093053,0
4.305509967617008,6.002662154565834,0
3.6966084784703273,6.664915551050206,0
3.5549231307849305,5.621619587012384,1
6.889121134939741,2.767663713797212,0
5.053984824872955,6.4446374786028455,1
4.2274140209706115,3.872300955749735,2
6.584918678294687,7.304290110177748,1
5.3238247954500535,6.620145491916512,1
4.565169977428718,4.24532945168997,2
5.0282090631700385,4.971156573396049,0
5.57938714221417,3.6201490869562165,0
5.1291743951261015,4.585704708244736,0
4.178446390149261,6.63766053263247,0
3.3274942659229043,5.450960673751779,1
3.7319542231105673,5.049003347089633,2
5.817567920411393,3.750298409016223,0
3.564315084061166,4.667840386010884,2
1.0,7.246228292615432,2
6.473314445264102,7.460287387105986,1
2.8654214865345615,5.8807064776383795,2
4.098640059381034,6.964921757321816,0
4.336155716093464,4.0771149847584525,2
3.854812817066231,5.6341522513670155,1
4.678490312238758,6.213359515766762,0
5.408903945023361,4.701318888250321,0
3.5300925238223186,4.983153214923656,2
4.56996450351673,6.227421895689788,1
4.427546260912266,6.066393516986786,1
5.1486632157711,6.686506209064351,1
6.1503620665145835,3.6877674629848727,0
6.586803140114247,4.871169830579814,0
6.06358819976777,7.109119410872568,1
5.287402286205266,3.7152562169999714,2
6.887299885270574,7.711240379822925,1
4.8538853589320645,3.847423573858287,2
7.384687818378119,2.0215367313016257,0
4.0917332486349745,4.957952056508624,2
3.798909791193686,4.397499976691232,2
3.965753538421613,5.24045061773265,2
5.468356038888224,6.495087409722991,0
6.360789175672161,7.31592065517211,1
4.577556713301302,6.210366069494759,1
5.3638884362841175,6.62979149381384,0
4.478520211999851,4.0228864810559966,2
4.884274925821909,6.476089773327475,1
6.2688756262199075,2.9583139691547498,0
4.373197377899689,6.358982886453152,0
3.1831026468018413,5.36405713195406,2
3.8655245579506623,4.36331506355752,2
5.415058355647315,5.840281548773284,0
4.786145465765214,6.342990497121791,1
2.9062157527396706,5.661983641985612,2
3.5134345117736174,5.452073959993221,2
5.238543342626199,6.637186325742811,1
5.146081074565808,6.625074137983239,1
3.1609154730743354,5.306335805786905,2
4.825189099039035,6.345691101287345,1
4.88007402954182,4.995937355042522,0
7.021666752687787,2.9179663072087596,0
4.1398133584300165,6.093708089346196,1
5.115305042433748,6.682038034659696,1
6.513799399468959,4.2679096940925305,0
5.621854457176437,6.83386915127744,1
3.13027945572991,5.333929773492349,2
2.8271467015780507,5.585473172468688,2
5.753615604550643,6.889126902844507,1
6.7109981683734095,7.573543913264187,1
6.708013127822856,3.7640277848832766,0
5.38923221411609,6.148173541666135,0
5.020814834532405,6.538446378821764,1
3.3818852378530586,5.017156497874881,2
3.178878379638512,5.480023793765855,2
6.087987518887758,7.163359365780275,1
3.8312972159884833,5.0668561042502285,2
2.0923345886221725,6.343728096440031,2
5.581769975738127,4.3106162490078574,0
5.609714813815658,6.861307187177361,1
5.846470879520569,6.908521806861149,1
2.152203927341557,6.312409985593308,2
5.2297305921565345,6.525660041265184,1
3.7770108739229764,5.0042829559756425,2
5.601715165063196,4.235126326111776,0
6.044386860361612,3.787053229999362,0
6.20915626108047,3.6090842718024656,0
4.668170389002964,6.188624793069195,1
1.4784892351462275,6.60043438233698,2
5.618338478466682,6.826352676586627,1
4.4632637722471555,6.127029998816778,1
4.941038737018101,4.790930306075513,0
4.104563201116403,4.621155556683872,2
6.607361822510274,7.394672172947743,1
5.414179294173382,6.66606284157158,1
6.0398409749714626,3.3824215508779623,0
7.11487521938624,2.762288859127366,0
5.6967835751713976,6.936318416928456,1
3.816381393817413,5.156255093133274,2
5.7327164859693545,6.917103308202213,1
5.433078639029372,5.1401927496672375,0
4.675600075005658,3.8519437680531863,2
5.649969731137097,3.0352112375940807,2
3.593926506040784,4.797477890781829,2
3.5695345156861826,5.146713030835251,2
5.507844191584625,6.755791683612202,1
4.5411416421767115,4.01359949388285,2
2.4913942336750177,6.27209324012586,2
4.723033128890606,6.2462753872276044,1
6.463610434039119,3.8359261879918707,0
5.152809719801173,6.48563011253106,1
2.1475626860239907,6.0399184549383715,2
5.713215710818133,6.881366440953855,1
4.585167428947676,4.0273338744741345,2
5.102226358695666,3.612218773793778,2
